This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"309307","WEST SENECA",-78.7500,42.8333,201,"COOP","24282"
"309389","WHITEHALL",-73.4000,43.5500,36,"COOP","24286"
"309413","WHITE POND",-73.7500,41.5000,241,"COOP","24289"
"309425","WHITESVILLE",-77.7647,42.0397,530,"COOP","24290"
"309437","WHITNEY POIN",-75.9667,42.3333,317,"COOP","24291"
"309442","WHITNEY POIN",-75.9667,42.3500,317,"COOP","24293"
"309480","WILLIAMSTOWN",-75.9206,43.3769,215,"COOP","24296"
"309495","WILLSBORO 1",-73.3819,44.3842,55,"COOP","24298"
"309507","WILSON 4 S",-78.8333,43.2500,107,"COOP","24299"
"309516","WINDHAM 3 E",-74.2011,42.3031,512,"COOP","24303"
"309533","WISCOY 1 E",-78.0500,42.5167,351,"COOP","24305"
"309544","WOLCOTT 3 NW",-76.8667,43.2500,122,"COOP","24306"
"309670","YORKTOWN HEI",-73.7975,41.2664,204,"COOP","24311"
"309690","YOUNGSTOWN 2",-79.0103,43.2683,85,"COOP","24312"
"310090","ALBEMARLE",-80.1994,35.3992,186,"COOP","24314"
"310160","ALTAPASS",-82.0167,35.9000,842,"COOP","24315"
"310184","ANDREWS",-83.8386,35.2014,533,"COOP","24316"
"310192","ANDREWS DAM",-83.9167,35.0667,519,"COOP","24317"
"310212","APEX",-78.8372,35.7436,137,"COOP","24318"
"310241","ARCOLA",-77.9822,36.2911,101,"COOP","24319"
"310286","ASHEBORO 2 W",-79.8378,35.7044,265,"COOP","24320"
"310356","ATLANTIC BEA",-76.7381,34.6997,1,"COOP","24329"
"310375","AURORA 6 N",-76.7767,35.3856,6,"COOP","24331"
"310466","BAKERSVILLE",-82.1667,36.0167,756,"COOP","24333"
"310490","BALSAM",-83.0833,35.4167,1067,"COOP","24334"
"310506","BANNER ELK",-81.8628,36.1531,1142,"COOP","24335"
"310530","BARNARDSVILL",-82.4333,35.7667,686,"COOP","24336"
"310562","BATH 2 WSW",-76.8333,35.4500,3,"COOP","24338"
"310576","BAYBORO 3 E",-76.7167,35.1500,3,"COOP","24339"
"310635","BEAVERDAM CR",-84.1000,35.2167,573,"COOP","24342"
"310645","BEECH MOUNTA",-81.8736,36.1878,1540,"COOP","24344"
"310650","BEETREE DAM",-82.4000,35.6333,775,"COOP","24345"
"310674","BELHAVEN 5 S",-76.6864,35.4992,2,"COOP","24348"
"310724","BENT CREEK",-82.5950,35.5053,643,"COOP","24349"
"310843","BLACK MOUNTA",-82.3594,35.6072,698,"COOP","24353"
"310901","BLOWING ROCK",-81.7025,36.1472,1173,"COOP","24357"
"310909","BLUE RIDGE P",-82.3667,35.3500,695,"COOP","24358"
"310935","BODIE ISLAND",-75.5500,35.8333,2,"COOP","24360"
"310977","BOONE",-81.6667,36.2167,988,"COOP","24363"
"310982","BOONE 1 SE",-81.6442,36.2114,1024,"COOP","24364"
"311055","BREVARD",-82.7053,35.2156,674,"COOP","24365"
"311081","BRIDGEWATER",-81.8372,35.7425,351,"COOP","24366"
"311164","BRYSON CITY",-83.4500,35.4333,549,"COOP","24370"
"311165","BRYSON CITY",-83.4339,35.4464,591,"COOP","24371"
"311174","BUCK FOREST",-82.6167,35.1833,767,"COOP","24372"
"311239","BURLINGTON F",-79.4481,36.0603,201,"COOP","24376"
"311248","BURNSVILLE A",-82.2692,35.9253,853,"COOP","24378"
"311285","BUTNER FILTE",-78.7736,36.1414,108,"COOP","24379"
"311420","CANDLER 1 W",-82.7167,35.5167,718,"COOP","24380"
"311433","CANE RIVER",-82.4000,35.9167,775,"COOP","24383"
"311437","CANTO",-82.7697,35.7044,621,"COOP","24384"
"311441","CANTON 1 SW",-82.8500,35.5167,811,"COOP","24385"
"311449","CAPE FEAR LO",-78.8000,34.8333,9,"COOP","24387"
"311479","CAROLEEN",-81.8000,35.2833,247,"COOP","24389"
"311515","CARTHAGE WAT",-79.4078,35.3314,134,"COOP","24391"
"311528","CARTOOGECHAY",-83.4833,35.1500,671,"COOP","24393"
"311535","CARY",-78.7878,35.7192,119,"COOP","24394"
"311538","CASAR",-81.6169,35.5022,341,"COOP","24395"
"311564","CATALOOCHEE",-83.0958,35.6375,808,"COOP","24396"
"311569","CATALOOCHEE",-83.1000,35.5500,1464,"COOP","24397"
"311577","CATAWBA 1 WS",-81.0833,35.7000,250,"COOP","24398"
"311579","CATAWBA 3 NN",-81.0847,35.7444,274,"COOP","24399"
"311582","CATAWBA LOOK",-81.0833,35.7500,259,"COOP","24400"
"311606","CEDAR ISLAND",-76.3000,34.9833,2,"COOP","24401"
"311614","CEDAR MOUNTA",-82.6333,35.1500,839,"COOP","24402"
"311624","CELO 2 S",-82.1769,35.8297,817,"COOP","24403"
"311629","CELO",-82.2000,35.8500,839,"COOP","24404"
"311663","CHAMBERS MOU",-82.9000,35.5667,1312,"COOP","24407"
"311677","CHAPEL HILL",-79.0794,35.9086,152,"COOP","24408"
"311820","CLAYTON WTP",-78.4633,35.6408,91,"COOP","24420"
"311869","CLINGMANS DO",-83.5000,35.5500,1906,"COOP","24422"
"311877","CLINTON 2 S",-78.3167,34.9667,46,"COOP","24423"
"311881","CLINTON 2 NE",-78.2758,35.0247,48,"COOP","24424"
"311901","CODY STORE",-82.6000,35.9167,747,"COOP","24425"
"311949","COLUMBIA AG",-76.1269,35.7108,3,"COOP","24427"
"311956","COLUMBIA",-76.2667,35.9167,3,"COOP","24428"
"311975","CONCORD",-80.6006,35.4164,210,"COOP","24429"
"311990","CONOVER OXFO",-81.1919,35.8214,269,"COOP","24431"
"312097","COWEETA",-83.4333,35.0667,878,"COOP","24432"
"312102","COWEETA EXP",-83.4314,35.0592,685,"COOP","24433"
"312107","COWEETA 8",-83.4667,35.0333,1183,"COOP","24434"
"312110","COXCOMBE MOU",-82.3500,35.8167,1296,"COOP","24435"
"312120","CRAGGY KNOB",-82.3833,35.6833,1516,"COOP","24438"
"312200","CULLOWHEE",-83.1911,35.3256,668,"COOP","24441"
"312238","DANBURY 5 SE",-80.1422,36.3950,232,"COOP","24443"
"312270","DAYBOOK",-82.3000,35.9833,717,"COOP","24445"
"312373","DIX CREEK",-82.8667,35.4500,933,"COOP","24450"
"312500","DUNN 4 NW",-78.6881,35.3247,61,"COOP","24454"
"312515","DURHAM",-78.9625,36.0425,122,"COOP","24455"
"312538","EAGLENEST MO",-83.0333,35.4833,1000,"COOP","24458"
"312631","EDEN",-79.7433,36.4742,207,"COOP","24463"
"312635","EDENTON",-76.6103,36.0622,1,"COOP","24464"
"312679","ELA",-83.3667,35.4500,558,"COOP","24468"
"312719","ELIZABETH CI",-76.2050,36.3097,2,"COOP","24469"
"312732","ELIZABETHTOW",-78.5783,34.6267,18,"COOP","24472"
"312740","ELKIN",-80.8650,36.2544,265,"COOP","24473"
"312827","ENFIELD",-77.6750,36.1686,34,"COOP","24477"
"312837","ENKA",-82.6514,35.5392,625,"COOP","24478"
"312971","FAISON",-78.1500,35.1000,49,"COOP","24481"
"312993","FALLS LAKE",-78.6653,35.9822,85,"COOP","24482"
"313017","FAYETTEVILLE",-78.8583,35.0583,29,"COOP","24484"
"313072","FLAT SPRINGS",-81.9136,36.2528,1023,"COOP","24486"
"313101","FLETCHER 2 N",-82.4833,35.4500,668,"COOP","24489"
"313106","FLETCHER 3 W",-82.5572,35.4264,631,"COOP","24490"
"313127","FONTANA DAM",-83.8000,35.4500,400,"COOP","24491"
"313150","FOREST CITY",-81.9311,35.2653,302,"COOP","24492"
"313152","FOREST CITY",-81.9892,35.3125,259,"COOP","24493"
"313168","FORT BRAGG W",-79.0239,35.1778,49,"COOP","24495"
"313228","FRANKLIN",-83.3925,35.1803,648,"COOP","24498"
"313344","GARREN CREEK",-82.3333,35.5167,799,"COOP","24505"
"313356","GASTONIA",-81.1433,35.2656,213,"COOP","24506"
"313364","GATESVILLE",-76.7167,36.4333,12,"COOP","24507"
"313427","GILLESPIE GA",-82.0500,35.8667,860,"COOP","24509"
"313437","GLADE GAP",-83.6333,35.0667,1159,"COOP","24510"
"313455","GLENDALE SPR",-81.3833,36.3500,887,"COOP","24511"
"313492","GLOUCESTER G",-82.8500,35.2667,952,"COOP","24515"
"313503","GOLDSBORO AG",-77.9919,35.4244,33,"COOP","24516"
"313515","GOLDSBORO 3",-78.0333,35.3500,24,"COOP","24518"
"313555","GRAHAM 2 ENE",-79.3728,36.0503,201,"COOP","24520"
"313565","GRANDFATHER",-81.8325,36.1086,1615,"COOP","24521"
"313625","GREENSBORO W",-79.8047,36.0811,233,"COOP","24522"
"313638","GREENVILLE",-77.4000,35.6333,10,"COOP","24524"
"313648","GREENVILLE 3",-77.3833,35.5667,21,"COOP","24527"
"313784","HAMLET",-79.6922,34.8872,107,"COOP","24530"
"313920","HAW RIVER",-79.3672,36.0869,143,"COOP","24534"
"313921","HAYESVILLE 1",-83.8250,35.0533,579,"COOP","24535"
"313922","HAYESVILLE 4",-83.7667,35.0833,625,"COOP","24536"
"313925","HAYWOOD GAP",-82.9167,35.3000,1647,"COOP","24537"
"313969","HENDERSON 2",-78.4119,36.3481,146,"COOP","24539"
"313976","HENDERSONVIL",-82.4492,35.3297,658,"COOP","24541"
"313981","HENDERSONVIL",-82.4833,35.3167,668,"COOP","24542"
"314015","HICKORY",-81.3500,35.7500,355,"COOP","24544"
"314050","HIGHLANDS",-83.2000,35.0500,1159,"COOP","24547"
"314055","HIGHLANDS",-83.1883,35.0531,1170,"COOP","24548"
"314063","HIGH POINT",-79.9722,35.9672,274,"COOP","24549"
"314144","HOFMANN FORE",-77.3000,34.8333,13,"COOP","24553"
"314265","HOT SPRINGS",-82.8333,35.9000,451,"COOP","24557"
"314363","HYATT CREEK",-83.9500,35.2000,747,"COOP","24559"
"314385","IDLEWILD",-81.4589,36.3119,884,"COOP","24560"
"314440","IVY",-82.5000,35.8167,656,"COOP","24562"
"314448","JACK COVE",-83.2833,35.4000,586,"COOP","24563"
"314456","JACKSON",-77.4239,36.3967,30,"COOP","24564"
"314464","JACKSON SPRI",-79.6772,35.1858,223,"COOP","24565"
"314471","JACKSONVILLE",-77.4008,34.7967,5,"COOP","24566"
"314496","JEFFERSON 2",-81.4286,36.4161,844,"COOP","24567"
"314619","KENASVILLE 1",-77.9500,34.9667,31,"COOP","24568"
"314675","KING 5 SW",-80.4292,36.2231,268,"COOP","24572"
"314684","KINSTON 7 SE",-77.5433,35.1967,24,"COOP","24574"
"314689","KINSTON AG R",-77.5500,35.3667,18,"COOP","24575"
"314764","LAKE LURE 2",-82.1878,35.4206,317,"COOP","24579"
"314772","LAKE MICHIE",-78.8333,36.1500,101,"COOP","24580"
"314780","LAKE RALEIGH",-78.6833,35.7500,122,"COOP","24581"
"314788","LAKE TOXAWAY",-82.9608,35.1086,939,"COOP","24582"
"314844","LAUREL MOUNT",-83.0833,35.1500,1299,"COOP","24584"
"314860","LAURINBURG",-79.4664,34.7508,64,"COOP","24586"
"314930","LEICESTER",-82.7000,35.6500,662,"COOP","24587"
"314938","LENOIR",-81.5339,35.9117,366,"COOP","24588"
"314946","LETITIA",-84.1500,35.0500,552,"COOP","24589"
"314962","LEWISTON",-77.1708,36.1325,15,"COOP","24590"
"314970","LEXINGTON",-80.2597,35.8458,232,"COOP","24591"
"314987","LILLINGTON",-78.8208,35.4083,46,"COOP","24594"
"314996","LINCOLNTON 4",-81.3292,35.4608,274,"COOP","24595"
"315045","LITTLE SWITZ",-82.1000,35.8500,1083,"COOP","24598"
"315116","LONGWOOD",-78.5453,34.0106,12,"COOP","24600"
"315123","LOUISBURG",-78.3039,36.1028,79,"COOP","24601"
"315175","LUMBER RVR S",-79.0022,34.3903,29,"COOP","24602"
"315177","LUMBERTON",-79.0247,34.6272,40,"COOP","24603"
"315275","FORT BRAGG W",-79.0167,35.2000,52,"COOP","24607"
"315283","MANGUMS STOR",-78.9000,36.1667,116,"COOP","24608"
"315300","MANTEO",-75.6833,35.9167,3,"COOP","24609"
"315340","MARION 2 NW",-82.0292,35.6631,447,"COOP","24614"
"315356","MARSHALL",-82.6658,35.8036,610,"COOP","24615"
"315368","MAST",-81.8000,36.2500,817,"COOP","24616"
"315402","MAX PATCH MO",-82.9500,35.8167,1226,"COOP","24617"
"315445","MC CULLERS 1",-78.7000,35.6667,122,"COOP","24620"
"315480","MCKINNEY GAP",-82.4667,35.9500,1208,"COOP","24622"
"315683","MILLS RIVER",-82.5667,35.3833,656,"COOP","24626"
"315743","MOCKSVILLE 5",-80.4972,35.8439,210,"COOP","24628"
"315763","MONCURE 3 SE",-79.0500,35.5833,62,"COOP","24629"
"315771","MONROE 2 SE",-80.5233,34.9797,168,"COOP","24630"
"315830","MOREHEAD CIT",-76.7333,34.7333,3,"COOP","24634"
"315838","MORGANTON",-81.6717,35.7308,354,"COOP","24636"
"315856","MORTIMER",-81.7833,35.9833,458,"COOP","24637"
"315890","MOUNT AIRY 2",-80.6508,36.4992,317,"COOP","24638"
"315898","MOUNT GILEAD",-80.0636,35.2078,67,"COOP","24640"
"315913","MOUNT HOLLY",-80.9872,35.3336,186,"COOP","24641"
"315921","MOUNT MITCHE",-82.2667,35.7667,2024,"COOP","24642"
"315922","MOUNT MITCHE",-82.2833,35.7333,1992,"COOP","24643"
"315923","MT. MITCHELL",-82.2769,35.7453,1902,"COOP","24644"
"315937","MOUNT PISGAH",-82.7500,35.4333,1574,"COOP","24646"
"315945","MOUNT PLEASA",-80.4308,35.4117,226,"COOP","24647"
"315955","MOUNT STERLI",-83.0833,35.7167,891,"COOP","24648"
"315996","MURFREESBORO",-77.0803,36.4522,15,"COOP","24649"
"316001","MURPHY",-84.0239,35.0961,480,"COOP","24650"
"316031","NANTAHALA",-83.6833,35.2667,613,"COOP","24653"
"316036","NANTAHALA DA",-83.6500,35.2000,900,"COOP","24654"
"316044","NASHVILLE",-77.9667,35.9667,64,"COOP","24656"
"316071","NEEDMORE",-83.5333,35.3333,558,"COOP","24657"
"316091","NEUSE 2 NE",-78.5667,35.9167,85,"COOP","24658"
"316096","NEWPORT MORE",-76.8769,34.7764,9,"COOP","24659"
"316103","NEW BERN 3 N",-77.0833,35.1333,3,"COOP","24660"
"316122","NEW HILL",-78.9158,35.6808,98,"COOP","24663"
"316135","NEW HOLLAND",-76.2108,35.4486,1,"COOP","24664"
"316231","NORTH FORK",-82.3333,35.7000,845,"COOP","24668"
"316236","NORTH FORK 2",-82.3469,35.6625,756,"COOP","24669"
"316256","NORTH WILKES",-81.1494,36.1631,341,"COOP","24670"
"316274","NORWOOD 1 EN",-80.1000,35.2333,88,"COOP","24672"
"316275","NORWOOD 6 SW",-80.1833,35.1667,76,"COOP","24673"
"316289","NORWOOD 6 W",-80.2275,35.2206,137,"COOP","24675"
"316341","OCONALUFTEE",-83.3089,35.5261,622,"COOP","24678"
"316349","OCRACOKE",-75.9872,35.1075,1,"COOP","24679"
"316384","OLD FORT",-82.1833,35.6167,442,"COOP","24682"
"316422","RICHLANDS",-77.5114,34.9250,6,"COOP","24683"
"316452","ORIENTAL",-76.7000,35.0333,3,"COOP","24685"
"316483","OTTO",-83.3333,35.0833,702,"COOP","24686"
"316499","OWENS GAP",-82.9667,35.2167,1074,"COOP","24687"
"316507","OXFORD 1 E",-78.6167,36.3000,152,"COOP","24688"
"316510","OXFORD AG",-78.6092,36.3047,152,"COOP","24689"
"316565","PARKER 1 E",-81.6667,36.4500,1205,"COOP","24691"
"316602","PATTERSON",-81.5656,35.9992,387,"COOP","24692"
"316686","PFAFFTOWN",-80.3700,36.1558,290,"COOP","24694"
"316742","PINEHURST SO",-79.4667,35.2000,168,"COOP","24695"
"316778","PINK BEDS",-82.7833,35.3500,1003,"COOP","24696"
"316805","PISGAH FORES",-82.7031,35.2678,643,"COOP","24697"
"316845","PLUMTREE",-82.0000,36.0333,885,"COOP","24701"
"316853","PLYMOUTH 5 E",-76.6500,35.8667,6,"COOP","24702"
"316899","POPLAR",-82.3500,36.0667,610,"COOP","24706"
"316976","PROCTOR",-83.7167,35.4667,531,"COOP","24708"
"317035","QUEBEC",-82.9000,35.1833,793,"COOP","24710"
"317056","RAEFORD",-79.2256,34.9919,76,"COOP","24713"
"317074","RALEIGH 4 SW",-78.6844,35.7283,128,"COOP","24715"
"317079","RALEIGH STAT",-78.6989,35.7944,122,"COOP","24717"
"317097","RANDLEMAN",-79.7917,35.8222,189,"COOP","24721"
"317121","RAVEN MOUNTA",-83.3667,35.3333,1373,"COOP","24722"
"317165","RED SPRINGS",-79.1833,34.8000,55,"COOP","24724"
"317170","REELSBORO",-76.9153,35.1308,14,"COOP","24725"
"317185","REESE",-81.8333,36.3333,1013,"COOP","24726"
"317197","REIDSVILLE",-79.6333,36.3500,253,"COOP","24727"
"317202","REIDSVILLE 2",-79.6947,36.3825,271,"COOP","24728"
"317229","RHODHISS HYD",-81.4372,35.7739,297,"COOP","24729"
"317252","RICH MOUNTAI",-81.7167,36.3333,1327,"COOP","24730"
"317319","ROANOKE RAPI",-77.6717,36.4783,64,"COOP","24732"
"317344","ROBBINSVILLE",-83.7006,35.3736,608,"COOP","24734"
"317387","ROCKYFACE MO",-82.8000,35.5833,946,"COOP","24738"
"317395","ROCKY MOUNT",-77.8892,35.9100,40,"COOP","24739"
"317400","ROCKY MOUNT",-77.6806,35.8936,17,"COOP","24741"
"317486","ROSMAN",-82.8175,35.1267,671,"COOP","24744"
"317499","ROUGEMONT",-78.8569,36.2119,165,"COOP","24746"
"317508","ROWAN RESEAR",-80.6167,35.7000,251,"COOP","24747"
"317516","ROXBORO 7 ES",-78.8858,36.3469,164,"COOP","24748"
"317548","RURAL HALL",-80.3069,36.2333,293,"COOP","24749"
"317555","RUSH MOUNTAI",-82.4667,35.2500,900,"COOP","24750"
"317615","SALISBURY",-80.4811,35.6836,213,"COOP","24751"
"317654","SANFORD 4 ES",-79.1167,35.4833,112,"COOP","24755"
"317656","SANFORD 8 NE",-79.0464,35.5347,80,"COOP","24756"
"317659","SANTEETLAH D",-83.8833,35.3833,595,"COOP","24757"
"317664","SANTEETLAH G",-83.9000,35.3500,848,"COOP","24758"
"317725","SCOTLAND NEC",-77.4231,36.1369,30,"COOP","24759"
"317727","SCOTLAND NEC",-77.3842,36.2094,2,"COOP","24760"
"317813","SHALLOTTE AG",-78.3894,33.9275,6,"COOP","24763"
"317845","SHELBY 2 NNE",-81.5336,35.3144,280,"COOP","24766"
"317924","SILER CITY 2",-79.4622,35.7606,186,"COOP","24769"
"317974","SLOAN 3 S",-77.8167,34.7833,15,"COOP","24770"
"317994","SMITHFIELD",-78.3458,35.5164,46,"COOP","24771"
"318019","SMOKY GAP",-81.9333,36.1167,1122,"COOP","24774"
"318053","SNOW CREEK",-82.1500,35.9667,805,"COOP","24779"
"318060","SNOW HILL",-77.6833,35.5333,29,"COOP","24780"
"318089","SOUTHERN PIN",-79.4333,35.1667,121,"COOP","24782"
"318113","SOUTHPORT 5",-78.0100,33.9922,6,"COOP","24783"
"318158","SPARTA 2 SE",-81.0931,36.4819,916,"COOP","24784"
"318196","SPRAY",-79.7500,36.5167,192,"COOP","24786"
"318216","SPRUCE MOUNT",-83.2000,35.6167,1403,"COOP","24787"
"318221","SPRUCE PINE",-82.0019,35.9325,869,"COOP","24788"
"318292","STATESVILLE",-80.8808,35.8100,290,"COOP","24792"
"318302","STECOAH",-83.6833,35.3667,619,"COOP","24793"
"318380","SURF CITY",-77.5739,34.4478,7,"COOP","24795"
"318442","SWANNANOA 2",-82.3667,35.6000,683,"COOP","24797"
"318448","SWANNANOA 2",-82.3850,35.5733,1317,"COOP","24798"
"318450","SWANQUARTER",-76.3261,35.3950,1,"COOP","24799"
"318492","TAPOCO",-83.9397,35.4469,338,"COOP","24801"
"318500","TARBORO 1 S",-77.5386,35.8847,11,"COOP","24802"
"318519","TAYLORSVILLE",-81.1717,35.9225,402,"COOP","24803"
"318560","TEYAHALEE BA",-83.8000,35.2500,1434,"COOP","24805"
"318664","TOMOTLA",-83.9833,35.1333,482,"COOP","24808"
"318694","TRANSOU",-81.3039,36.3919,876,"COOP","24811"
"318706","TRENTON",-77.3500,35.0667,9,"COOP","24813"
"318744","TRYON",-82.2517,35.2058,366,"COOP","24815"
"318754","TUCKASEGEE 2",-83.1333,35.2333,705,"COOP","24816"
"318764","TUNGSTEN MIN",-78.4500,36.5167,122,"COOP","24817"
"318778","TURNERSBURG",-80.8142,35.8933,251,"COOP","24818"
"318794","TWENTYMILE",-83.8833,35.4667,400,"COOP","24819"
"318906","VALE AG 2 SW",-81.4442,35.5233,274,"COOP","24820"
"318964","WADESBORO",-80.0772,34.9603,146,"COOP","24821"
"319026","WALLACE",-77.9778,34.7200,9,"COOP","24823"
"319081","WARSAW 5 E",-78.0333,35.0000,34,"COOP","24826"
"319100","WASHINGTON 1",-77.0167,35.5333,4,"COOP","24827"
"319123","WATERVILLE 2",-83.0981,35.7742,439,"COOP","24829"
"319139","WAYAH BALD",-83.5667,35.1833,1632,"COOP","24830"
"319147","WAYNESVILLE",-82.9683,35.4867,810,"COOP","24831"
"319164","WEAVERVILLE",-82.5667,35.7000,671,"COOP","24832"
"319191","WELDON",-77.6000,36.4333,24,"COOP","24833"
"319352","WHITEVILLE",-78.7167,34.3167,18,"COOP","24837"
"319354","WHITESVILLE",-78.7000,34.2667,15,"COOP","24838"
"319357","WHITEVILLE 7",-78.7914,34.4094,27,"COOP","24839"
"319382","WILBAR 4 NW",-81.3333,36.2833,708,"COOP","24840"
"319406","WILKESBORO",-81.1833,36.1500,359,"COOP","24841"
"319423","WILLARD 4 SW",-78.0492,34.6528,17,"COOP","24842"
"319427","WILLIAM O HU",-78.8253,34.8347,9,"COOP","24843"
"319440","WILLIAMSTON",-77.0333,35.8500,6,"COOP","24844"
"319461","WILMINGTON 7",-77.8786,34.1425,9,"COOP","24846"
"319467","WILMINGTON 7",-77.9167,34.3167,12,"COOP","24848"
"319476","WILSON 3 SW",-77.9456,35.6939,34,"COOP","24849"
"319555","W KERR SCOTT",-81.2275,36.1308,326,"COOP","24854"
"319667","YADKIN COLLE",-80.3608,35.8558,247,"COOP","24855"
"319675","YADKINVILLE",-80.5481,36.1306,267,"COOP","24856"
"319700","YANCEYVILLE",-79.3333,36.4333,189,"COOP","24857"
"319704","YANCEYVILLE",-79.2544,36.3783,200,"COOP","24858"
"319923","ZEBULON 3 SW",-78.3497,35.7878,79,"COOP","24859"
"320005","ABERCROMBIE",-96.7333,46.4500,285,"COOP","24861"
"320022","ADAMS 7 SSW",-98.1189,48.3308,483,"COOP","24863"
"320096","ALEXANDER 4",-103.6608,47.9022,652,"COOP","24864"
"320101","ALEXANDER 18",-103.9833,47.7000,620,"COOP","24865"
"320127","ALMONT",-101.5050,46.7253,584,"COOP","24867"
"320136","ALMONT 7 W",-101.6500,46.7167,702,"COOP","24868"
"320189","AMBROSE 3 N",-103.4878,48.9975,618,"COOP","24870"
"320196","AMENIA",-97.2167,47.0000,293,"COOP","24871"
"320209","AMIDON",-103.3222,46.4819,887,"COOP","24872"
"320369","ARVILLA STAT",-97.5000,47.9167,312,"COOP","24874"
"320382","ASHLEY",-99.3775,46.0358,610,"COOP","24875"
"320500","BALTA",-100.0333,48.1667,473,"COOP","24878"
"320590","BEACH",-104.0069,46.9128,850,"COOP","24881"
"320626","BELCOURT KEY",-99.7508,48.8411,597,"COOP","24883"
"320639","BELFIELD 1 S",-103.1833,46.8833,793,"COOP","24884"
"320729","BERTHOLD",-101.7328,48.3139,634,"COOP","24887"
"320766","BEULAH 1 W",-101.7906,47.2622,544,"COOP","24888"
"320796","BISBEE 6 NE",-99.3667,48.6167,485,"COOP","24890"
"320817","BISMARCK 5NN",-100.7967,46.8336,558,"COOP","24893"
"320827","BISMARCK 7 N",-100.6344,46.8464,552,"COOP","24895"
"320941","BOTTINEAU",-100.4386,48.8325,500,"COOP","24896"
"320961","BOWBELLS",-102.2500,48.8008,597,"COOP","24899"
"320995","BOWMAN",-103.4061,46.1825,908,"COOP","24901"
"320998","BOWMAN 11 SE",-103.3000,46.0333,863,"COOP","24902"
"321052","BREIEN",-100.9408,46.3797,524,"COOP","24904"
"321225","BUTTE 5 SE",-100.5847,47.7947,524,"COOP","24909"
"321288","CANDO 1 E",-99.1831,48.4878,455,"COOP","24911"
"321360","CARRINGTON",-99.1294,47.4494,483,"COOP","24912"
"321362","CARRINGTON 4",-99.1211,47.5089,475,"COOP","24913"
"321370","CARSON",-101.5714,46.4214,712,"COOP","24915"
"321408","CASSELTON AG",-97.2328,46.8769,285,"COOP","24917"
"321435","CAVALIER 7 N",-97.7014,48.8628,271,"COOP","24918"
"321456","CENTER 4 SE",-101.2119,47.0644,607,"COOP","24920"
"321477","CHAFFEE 5 NE",-97.2686,46.7958,284,"COOP","24921"
"321686","COLGATE",-97.6561,47.2428,360,"COOP","24927"
"321696","COLUMBUS 2 S",-102.8000,48.8833,589,"COOP","24928"
"321699","COLUMBUS",-102.8333,48.9167,585,"COOP","24929"
"321766","COOPERSTOWN",-98.0389,47.4056,421,"COOP","24930"
"321816","COURTENAY 1",-98.5839,47.2408,462,"COOP","24931"
"321871","CROSBY",-103.2944,48.9075,595,"COOP","24932"
"322188","DICKINSON EX",-102.8111,46.8911,750,"COOP","24938"
"322193","DICKINSON RA",-102.8414,47.1944,725,"COOP","24939"
"322242","DONNYBROOK 4",-101.8833,48.5167,604,"COOP","24941"
"322298","DRAKE",-100.3667,47.9167,500,"COOP","24942"
"322304","DRAKE 9 NE",-100.3100,48.0475,485,"COOP","24943"
"322312","DRAYTON",-97.1808,48.5608,244,"COOP","24944"
"322365","DUNN CENTER",-102.6550,47.3450,680,"COOP","24946"
"322472","ECKMAN 2 SE",-101.0167,48.6500,458,"COOP","24949"
"322482","EDGELEY 3 WN",-98.7661,46.3694,475,"COOP","24950"
"322525","EDMORE 1NW",-98.4700,48.4267,463,"COOP","24951"
"322536","EDMUNDS ARRO",-98.8578,47.2653,445,"COOP","24952"
"322588","ELGIN",-101.8419,46.4089,762,"COOP","24954"
"322605","ELLENDALE",-98.5261,46.0108,443,"COOP","24956"
"322695","ENDERLIN 2 W",-97.6400,46.6172,351,"COOP","24957"
"322735","EPPING",-103.3667,48.2833,677,"COOP","24959"
"322809","FAIRFIELD",-103.2247,47.1906,838,"COOP","24961"
"322949","FESSENDEN",-99.6219,47.6456,488,"COOP","24964"
"323004","FLASHER",-101.2333,46.4581,604,"COOP","24965"
"323009","FLASHER 4 SE",-101.2000,46.4000,573,"COOP","24966"
"323064","FORBES 10 NW",-98.9436,46.0347,640,"COOP","24968"
"323117","FORMAN 5 SSE",-97.5950,46.0333,381,"COOP","24970"
"323196","FORTUNA 1 W",-103.8056,48.9081,656,"COOP","24972"
